% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=AmplitudeModulation blockSize=30720 stepSize=15360
3.997998e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.998584e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.997998e+00,1.679532e-01,6.981343e-02,6.714767e-01,9.998584e+00,1.671070e-02,2.695819e-02,1.670833e-01
4.995703e+00,2.452703e-01,1.533937e-01,1.225297e+00,1.088145e+01,1.514447e-02,1.277050e-01,1.647937e-01
3.997998e+00,2.702663e-01,7.582792e-02,1.080524e+00,9.998584e+00,3.708466e-02,1.071775e-01,3.707941e-01
3.997998e+00,5.735525e-01,4.229745e-01,2.293062e+00,1.069482e+01,0.000000e+00,5.102216e-02,0.000000e+00
3.997998e+00,2.646017e-01,2.016778e-01,1.057877e+00,1.172124e+01,2.419960e-01,3.175990e-01,2.836494e+00
3.997998e+00,2.143010e-01,1.875927e-01,8.567751e-01,1.434111e+01,1.070405e-01,1.465480e-01,1.535079e+00
3.997998e+00,4.797184e-01,2.805018e-01,1.917913e+00,1.182173e+01,5.404255e-02,1.004938e-01,6.388764e-01
5.361768e+00,2.319672e-01,1.285576e-01,1.243754e+00,1.647290e+01,2.335078e-01,2.605568e-01,3.846551e+00
4.112842e+00,4.151677e-01,2.128074e-01,1.707519e+00,1.274766e+01,1.255545e-01,1.669603e-01,1.600525e+00
3.997998e+00,6.245123e-01,4.882092e-01,2.496799e+00,1.589868e+01,9.055051e-02,1.423892e-01,1.439634e+00
6.129785e+00,1.670780e-01,7.910869e-02,1.024152e+00,1.019238e+01,1.310903e-01,1.733983e-01,1.336123e+00
4.414307e+00,1.113397e-01,6.368370e-02,4.914874e-01,1.239595e+01,1.713607e-02,3.924669e-02,2.124178e-01
3.997998e+00,4.862318e-01,1.948363e-01,1.943954e+00,9.998584e+00,2.861240e-01,3.428658e-01,2.860835e+00
7.995996e+00,5.904365e-02,5.035141e-02,4.721128e-01,9.998584e+00,1.416695e-01,1.791472e-01,1.416495e+00
3.997998e+00,4.274736e-01,1.370497e-01,1.709039e+00,9.998584e+00,0.000000e+00,4.612991e-02,0.000000e+00
3.997998e+00,3.288861e-01,3.028346e-01,1.314886e+00,1.470718e+01,8.624465e-02,1.574638e-01,1.268415e+00
3.997998e+00,1.991151e-01,1.815066e-01,7.960618e-01,1.643701e+01,1.331047e-01,1.749516e-01,2.187844e+00
