% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=MFCC blockSize=512 stepSize=256 CepsNbCoeffs=11
1.370897e+00,-1.567464e-01,3.182077e-01,1.517563e-01,4.484731e-01,6.160403e-01,2.012524e-01,-1.529464e-01,-3.000580e-01,1.633900e-01,1.085523e-01
4.329567e+00,7.929068e-01,5.138544e-02,-2.452812e-01,-4.240198e-01,-5.554181e-01,-3.800598e-01,8.231576e-03,2.534398e-01,3.482679e-01,1.526009e-01
4.216101e+00,1.055572e+00,1.730865e-01,-1.264653e-01,4.449241e-01,-4.834520e-02,-4.868324e-01,-1.989685e-01,-5.384220e-01,2.497326e-01,-4.739131e-02
4.096188e+00,6.570407e-01,2.044308e-01,-4.115305e-01,-1.873119e-01,-3.622618e-01,-3.732560e-01,-2.680046e-01,-1.931938e-01,2.237925e-01,4.666023e-01
3.935181e+00,5.951049e-01,4.157871e-01,2.179716e-01,1.860960e-01,-4.481501e-03,6.118312e-02,2.295762e-01,-3.866981e-02,6.299677e-02,7.719223e-01
3.493261e+00,5.799575e-01,3.042847e-01,4.352783e-01,-2.579995e-01,5.170374e-02,-1.023417e-01,-4.209391e-02,1.173322e-01,1.386683e-01,7.244324e-03
3.841939e+00,7.528364e-01,7.652368e-01,3.408761e-01,-3.664102e-02,-1.112743e-01,-3.088796e-01,-1.268320e-01,-1.152013e-01,1.374822e-01,2.527278e-01
4.078110e+00,9.719865e-01,8.210515e-01,-4.679675e-02,-6.650003e-02,-2.448637e-01,-2.758053e-02,4.981899e-01,-1.748980e-01,7.246397e-02,2.245142e-01
3.977812e+00,4.729989e-01,1.924335e-01,6.026549e-01,-1.832960e-01,-1.282941e-01,3.011347e-01,1.957680e-01,-1.873176e-01,-1.357052e-01,1.860631e-01
4.653238e+00,3.602944e-01,5.562611e-01,3.937208e-01,-3.591170e-01,-1.124927e-01,7.095870e-02,1.645605e-02,-1.404203e-01,1.661952e-01,1.245022e-01
4.112936e+00,7.855479e-01,5.059686e-01,5.018231e-01,-2.417667e-01,-1.583880e-01,1.213570e-01,4.565599e-02,6.542166e-02,1.852945e-01,-1.042392e-01
4.063832e+00,4.227736e-01,2.836947e-01,5.467092e-01,7.164703e-02,-1.823529e-02,3.280002e-01,2.372154e-01,3.260167e-02,8.573632e-02,-4.622167e-01
3.859549e+00,4.342443e-01,4.326904e-01,6.495429e-01,3.578429e-03,-1.112125e-01,-3.870956e-01,-1.651152e-02,-1.191797e-01,3.181958e-01,-2.792262e-02
3.988199e+00,6.499119e-01,-6.615156e-02,-2.759238e-01,1.372266e-01,2.202145e-02,-6.003434e-01,-1.501631e-01,-2.089781e-01,1.070717e-01,-4.886662e-01
3.776223e+00,8.380470e-01,3.923382e-01,4.262634e-01,3.250024e-01,-4.159632e-02,-2.410712e-01,-1.844788e-02,-1.355328e-01,1.695658e-02,3.557665e-01
3.934503e+00,5.683957e-01,-3.494188e-02,-2.939239e-01,-1.545473e-01,-3.912282e-01,-5.427758e-01,-1.789864e-02,2.210099e-01,1.457661e-01,-4.813934e-02
3.806657e+00,3.057181e-01,3.546458e-01,4.400167e-01,1.368527e-01,3.466711e-01,1.349589e-02,-2.558854e-01,-9.848524e-02,-1.347962e-01,1.238638e-01
3.533238e+00,7.038669e-01,2.516602e-01,6.146181e-01,-3.675856e-02,1.308858e-01,-1.201188e-01,-3.056034e-01,-7.702030e-02,-2.128948e-01,3.118638e-01
3.526096e+00,8.712574e-01,8.937978e-01,2.607896e-01,-2.795041e-01,-1.144322e-01,-3.545800e-01,-1.856884e-01,-5.680032e-01,-5.973476e-02,3.197604e-01
