% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=AmplitudeModulation blockSize=30720 stepSize=15360
3.997998e+00,2.971470e-02,2.093258e-02,1.187993e-01,1.051538e+01,2.572234e-03,5.788166e-03,2.704802e-02
3.997998e+00,1.475780e-02,7.937533e-03,5.900167e-02,1.081685e+01,0.000000e+00,1.157134e-02,0.000000e+00
3.997998e+00,9.384711e-02,9.113574e-02,3.752006e-01,1.052974e+01,0.000000e+00,1.364016e-02,0.000000e+00
3.997998e+00,1.288007e-01,1.057483e-01,5.149448e-01,9.998584e+00,3.030425e-05,2.660091e-02,3.029996e-04
3.997998e+00,1.416134e-01,8.209519e-02,5.661702e-01,9.998584e+00,2.019834e-02,4.578396e-02,2.019548e-01
4.521973e+00,4.240769e-02,3.335719e-02,1.917664e-01,1.016367e+01,0.000000e+00,2.883936e-02,0.000000e+00
3.997998e+00,1.482118e-02,2.157461e-02,5.925507e-02,1.205859e+01,5.340590e-04,2.059370e-02,6.440001e-03
6.768604e+00,5.690701e-02,1.445562e-02,3.851810e-01,2.170547e+01,0.000000e+00,1.227267e-02,0.000000e+00
3.997998e+00,1.433054e-01,8.345817e-02,5.729348e-01,1.160640e+01,1.098153e-02,3.667490e-02,1.274560e-01
3.997998e+00,8.954222e-02,7.546769e-02,3.579896e-01,1.082402e+01,7.434956e-02,8.321868e-02,8.047614e-01
5.103369e+00,6.334233e-02,3.198963e-02,3.232593e-01,9.998584e+00,2.227121e-02,3.037176e-02,2.226806e-01
5.103369e+00,6.803974e-02,3.259746e-02,3.472319e-01,9.998584e+00,9.158727e-03,1.758614e-02,9.157430e-02
3.997998e+00,1.248932e-01,8.157797e-02,4.993229e-01,1.026416e+01,5.050372e-03,1.592484e-02,5.183783e-02
3.997998e+00,6.345462e-02,1.564358e-02,2.536914e-01,1.238877e+01,6.825646e-03,1.306173e-02,8.456136e-02
4.737305e+00,1.562132e-02,6.725483e-03,7.400294e-02,9.998584e+00,2.547432e-03,1.130008e-02,2.547071e-02
3.997998e+00,3.242914e-02,2.483653e-02,1.296516e-01,9.998584e+00,0.000000e+00,1.102375e-02,0.000000e+00
3.997998e+00,5.159523e-02,3.963307e-02,2.062776e-01,9.998584e+00,0.000000e+00,2.440732e-02,0.000000e+00
3.997998e+00,8.820963e-02,5.776194e-02,3.526619e-01,1.102500e+01,7.802472e-03,3.197256e-02,8.602226e-02
6.416895e+00,1.109538e-02,1.061923e-02,7.119788e-02,1.102500e+01,1.869212e-02,4.057611e-02,2.060807e-01
3.997998e+00,7.852232e-02,5.793854e-02,3.139321e-01,9.998584e+00,1.330416e-02,3.867852e-02,1.330228e-01
4.421484e+00,6.196634e-02,3.650636e-02,2.739832e-01,1.033594e+01,7.809586e-03,2.891273e-02,8.071939e-02
3.997998e+00,7.392555e-02,6.548139e-02,2.955542e-01,2.602646e+01,0.000000e+00,2.015964e-02,0.000000e+00
3.997998e+00,1.396968e-01,9.094478e-02,5.585074e-01,1.218779e+01,2.876009e-03,2.081964e-02,3.505220e-02
4.270752e+00,6.435245e-02,3.359594e-02,2.748333e-01,9.998584e+00,1.264112e-02,2.355836e-02,1.263933e-01
3.997998e+00,9.310011e-02,5.721672e-02,3.722140e-01,9.998584e+00,0.000000e+00,1.505063e-02,0.000000e+00
3.997998e+00,3.388017e-02,2.340286e-02,1.354529e-01,1.039336e+01,1.365040e-02,2.005673e-02,1.418735e-01
4.550684e+00,6.848056e-03,6.068868e-03,3.116333e-02,1.458516e+01,1.390939e-02,1.799754e-02,2.028707e-01
3.997998e+00,2.472359e-02,6.202587e-03,9.884486e-02,9.998584e+00,2.973194e-03,8.059171e-03,2.972773e-02
