% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=SpectralShapeStatistics
5.815570e+01,7.785069e+01,3.079972e+00,5.113755e+00
6.022057e+01,7.210277e+01,2.777137e+00,1.353935e+00
6.312384e+01,7.342439e+01,2.490825e+00,-1.046715e+00
6.175764e+01,7.598843e+01,2.465221e+00,-2.861776e-01
5.851852e+01,7.487340e+01,2.626934e+00,1.246421e+00
6.433674e+01,7.653711e+01,2.463844e+00,-1.153037e+00
6.136881e+01,7.588941e+01,2.588665e+00,2.455763e-01
6.425191e+01,7.528403e+01,2.586822e+00,-7.961192e-01
6.378556e+01,7.954671e+01,2.382080e+00,-7.618109e-01
6.223701e+01,7.947698e+01,2.458203e+00,-1.217635e-02
6.248244e+01,7.828260e+01,2.441587e+00,-4.282254e-01
6.718124e+01,8.073272e+01,2.319183e+00,-1.756795e+00
6.572115e+01,8.382601e+01,2.190006e+00,-1.438608e+00
6.862223e+01,8.611911e+01,2.121267e+00,-2.132572e+00
6.265234e+01,8.404088e+01,2.337814e+00,-1.688073e-01
6.192127e+01,8.228719e+01,2.356411e+00,-1.134263e-01
5.704908e+01,7.961008e+01,2.631994e+00,2.142859e+00
6.705318e+01,8.599501e+01,2.199389e+00,-1.540496e+00
6.413717e+01,8.661940e+01,2.213917e+00,-6.637610e-01
6.861595e+01,9.037707e+01,2.091194e+00,-1.740365e+00
6.672844e+01,8.658949e+01,2.223334e+00,-1.232005e+00
6.792208e+01,9.064858e+01,2.055012e+00,-1.736677e+00
6.618085e+01,8.660241e+01,2.160122e+00,-1.350656e+00
6.711036e+01,8.413465e+01,2.250792e+00,-1.451324e+00
5.660233e+01,7.367830e+01,2.655013e+00,1.731128e+00
5.562024e+01,7.265377e+01,2.742189e+00,2.388131e+00
5.249033e+01,6.834852e+01,2.791700e+00,3.015940e+00
5.154159e+01,6.728301e+01,2.908798e+00,3.866464e+00
5.124348e+01,6.753747e+01,3.019201e+00,4.566757e+00
5.370578e+01,7.035179e+01,2.801704e+00,2.932283e+00
5.653604e+01,7.211628e+01,2.689618e+00,1.888285e+00
5.194633e+01,7.100254e+01,2.757647e+00,3.433380e+00
4.992152e+01,7.441427e+01,2.769010e+00,3.875246e+00
5.161545e+01,7.267153e+01,2.751495e+00,3.419977e+00
5.217547e+01,7.312712e+01,2.685318e+00,2.931224e+00
5.458299e+01,7.363843e+01,2.594698e+00,2.135817e+00
5.143231e+01,7.114731e+01,2.715482e+00,3.277260e+00
5.025056e+01,7.306293e+01,2.709766e+00,3.619160e+00
4.717092e+01,6.779175e+01,2.942070e+00,5.429463e+00
4.735169e+01,6.983230e+01,2.878605e+00,5.043854e+00
5.146259e+01,7.489100e+01,2.674037e+00,3.165587e+00
4.917142e+01,7.043662e+01,2.797007e+00,4.092825e+00
5.722052e+01,7.650814e+01,2.523866e+00,1.276913e+00
5.135268e+01,7.125677e+01,2.736893e+00,3.404901e+00
4.973819e+01,7.011314e+01,2.768307e+00,3.891645e+00
4.644876e+01,7.047921e+01,2.905530e+00,5.360884e+00
4.141528e+01,6.554610e+01,3.182784e+00,7.786711e+00
4.021963e+01,6.366372e+01,3.290316e+00,8.606977e+00
4.213898e+01,6.502331e+01,3.201284e+00,7.887722e+00
4.252674e+01,6.534372e+01,3.255672e+00,7.975357e+00
4.507151e+01,6.914552e+01,3.048654e+00,6.366442e+00
4.082603e+01,6.535603e+01,3.292852e+00,8.750212e+00
4.235606e+01,7.071957e+01,3.079753e+00,6.953328e+00
4.832194e+01,7.670444e+01,2.711162e+00,3.935160e+00
4.662791e+01,7.837043e+01,2.733266e+00,4.388564e+00
4.984608e+01,8.150442e+01,2.589217e+00,3.348796e+00
4.689256e+01,7.875479e+01,2.740473e+00,4.469692e+00
4.522814e+01,7.863014e+01,2.736329e+00,4.618310e+00
4.251724e+01,7.952273e+01,2.874178e+00,5.711880e+00
4.008812e+01,7.397402e+01,3.062512e+00,7.060166e+00
4.483699e+01,8.022974e+01,2.709752e+00,4.528424e+00
4.737786e+01,8.212620e+01,2.573177e+00,3.466418e+00
4.456935e+01,8.143280e+01,2.676899e+00,4.370029e+00
4.666503e+01,8.366115e+01,2.594242e+00,3.752699e+00
4.598937e+01,7.929181e+01,2.709068e+00,4.424945e+00
4.698764e+01,7.591949e+01,2.722162e+00,4.304776e+00
4.935847e+01,7.627587e+01,2.665730e+00,3.625553e+00
4.913846e+01,7.607454e+01,2.574800e+00,3.327984e+00
4.757991e+01,7.367883e+01,2.679915e+00,4.189380e+00
4.735611e+01,7.708572e+01,2.628926e+00,3.894448e+00
4.675117e+01,8.056226e+01,2.561119e+00,3.588156e+00
5.473889e+01,8.475528e+01,2.348169e+00,1.540886e+00
5.165365e+01,8.745177e+01,2.387455e+00,2.160229e+00
5.276001e+01,9.005301e+01,2.306936e+00,1.777773e+00
5.201801e+01,8.948010e+01,2.332635e+00,2.007924e+00
4.627776e+01,8.465796e+01,2.520756e+00,3.482723e+00
4.868407e+01,8.821545e+01,2.423199e+00,2.763680e+00
5.451860e+01,9.508067e+01,2.182115e+00,1.226182e+00
5.172392e+01,9.119060e+01,2.306750e+00,1.992592e+00
4.780192e+01,8.918809e+01,2.423009e+00,2.898982e+00
5.405402e+01,9.441438e+01,2.164702e+00,1.147111e+00
5.595281e+01,9.455280e+01,2.138872e+00,8.307080e-01
5.502285e+01,9.398978e+01,2.142470e+00,9.118340e-01
5.494171e+01,9.068282e+01,2.230076e+00,1.326273e+00
5.829382e+01,8.701479e+01,2.191105e+00,4.542225e-01
5.438562e+01,7.907799e+01,2.460770e+00,1.944020e+00
5.664494e+01,7.591500e+01,2.413690e+00,9.203243e-01
5.335163e+01,6.880736e+01,2.675095e+00,2.358643e+00
5.039776e+01,6.559548e+01,2.970269e+00,4.338385e+00
4.910803e+01,7.094628e+01,2.791031e+00,4.056905e+00
5.002991e+01,7.562589e+01,2.636643e+00,3.295996e+00
4.969826e+01,7.768147e+01,2.629021e+00,3.453227e+00
4.952915e+01,7.825932e+01,2.635506e+00,3.588750e+00
5.084480e+01,7.950214e+01,2.571082e+00,3.095442e+00
5.003030e+01,8.384646e+01,2.520848e+00,3.020767e+00
5.294578e+01,8.717598e+01,2.353409e+00,1.860522e+00
5.364888e+01,8.546816e+01,2.347347e+00,1.701420e+00
5.320132e+01,8.988899e+01,2.344802e+00,1.905827e+00
5.173556e+01,8.759023e+01,2.354097e+00,2.023760e+00
5.080168e+01,8.664595e+01,2.472106e+00,2.759988e+00
4.982033e+01,8.870436e+01,2.472886e+00,2.914056e+00
5.159534e+01,8.963857e+01,2.340395e+00,2.113950e+00
4.743540e+01,8.799629e+01,2.481862e+00,3.153124e+00
5.101937e+01,8.851949e+01,2.289528e+00,1.914791e+00
4.855497e+01,8.414691e+01,2.514054e+00,3.108970e+00
4.608054e+01,7.338613e+01,2.762804e+00,4.571752e+00
4.664895e+01,6.999351e+01,2.842538e+00,4.804700e+00
4.743594e+01,6.551331e+01,2.881702e+00,4.637145e+00
4.753590e+01,6.505426e+01,2.914226e+00,4.762122e+00
4.715028e+01,6.693050e+01,3.025746e+00,5.541762e+00
4.675500e+01,6.755495e+01,2.951725e+00,5.172423e+00
4.795026e+01,7.257561e+01,2.790808e+00,4.253881e+00
4.808125e+01,7.326962e+01,2.824864e+00,4.656284e+00
5.133033e+01,7.930700e+01,2.524227e+00,2.786027e+00
5.414824e+01,8.721999e+01,2.324804e+00,1.691453e+00
4.864632e+01,8.227973e+01,2.590388e+00,3.510576e+00
5.516631e+01,8.612010e+01,2.269928e+00,1.146071e+00
5.716725e+01,9.153929e+01,2.140617e+00,5.930604e-01
5.695444e+01,9.051152e+01,2.172343e+00,7.466048e-01
6.397270e+01,9.609213e+01,1.949087e+00,-8.759267e-01
6.129687e+01,9.616537e+01,1.981749e+00,-3.300790e-01
5.872013e+01,9.299886e+01,2.078643e+00,2.161656e-01
6.082425e+01,9.465215e+01,2.101292e+00,6.839854e-02
5.360072e+01,8.425498e+01,2.441771e+00,2.144457e+00
5.455436e+01,8.257620e+01,2.424522e+00,1.904960e+00
5.956707e+01,8.382911e+01,2.297736e+00,4.319159e-01
5.662721e+01,7.985988e+01,2.514088e+00,1.714086e+00
5.857930e+01,7.439359e+01,2.514122e+00,7.735075e-01
5.630451e+01,7.464950e+01,2.503213e+00,1.155118e+00
5.536172e+01,7.127322e+01,2.789091e+00,2.415497e+00
5.357477e+01,7.184981e+01,2.783793e+00,2.891969e+00
5.276779e+01,7.292114e+01,2.753274e+00,3.091917e+00
5.592309e+01,7.886820e+01,2.502294e+00,1.667423e+00
6.363494e+01,8.548527e+01,2.234027e+00,-4.924247e-01
6.327396e+01,9.007118e+01,2.111129e+00,-5.463030e-01
6.122763e+01,9.258559e+01,2.126047e+00,6.611049e-03
5.994282e+01,9.369693e+01,2.162977e+00,4.599696e-01
6.098087e+01,9.297377e+01,2.083205e+00,-1.329113e-01
6.241252e+01,9.624567e+01,2.042369e+00,-3.442142e-01
6.663086e+01,9.892695e+01,1.853462e+00,-1.491679e+00
6.658744e+01,1.000232e+02,1.871884e+00,-1.337381e+00
6.562354e+01,9.822195e+01,1.968795e+00,-9.649547e-01
6.782113e+01,1.006838e+02,1.879272e+00,-1.440545e+00
6.383891e+01,9.192131e+01,2.081387e+00,-6.290623e-01
6.065996e+01,8.659810e+01,2.267189e+00,3.696571e-01
6.065480e+01,8.452522e+01,2.273611e+00,1.522409e-01
5.960934e+01,8.106129e+01,2.388263e+00,5.687624e-01
6.300152e+01,7.797784e+01,2.383591e+00,-5.583727e-01
6.058012e+01,7.827121e+01,2.402261e+00,4.028482e-02
5.676380e+01,7.232256e+01,2.637595e+00,1.487520e+00
5.760791e+01,7.661668e+01,2.524609e+00,1.128115e+00
6.378812e+01,8.544137e+01,2.223726e+00,-7.144123e-01
6.315621e+01,8.330768e+01,2.345620e+00,-2.316659e-01
6.412533e+01,8.710736e+01,2.191398e+00,-6.761287e-01
6.075919e+01,8.956341e+01,2.222227e+00,2.834504e-01
6.420284e+01,9.276578e+01,2.036247e+00,-8.079849e-01
7.277582e+01,1.006824e+02,1.734419e+00,-2.672192e+00
7.348277e+01,1.011241e+02,1.749617e+00,-2.734225e+00
