% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=MFCC blockSize=512 stepSize=256 CepsNbCoeffs=11
2.146515e+00,4.872256e-01,6.117868e-02,1.266494e-01,-6.138751e-02,-6.119503e-03,-3.616551e-01,1.604918e-01,3.385219e-01,3.366068e-01,-4.351043e-02
3.750436e+00,-2.882967e-01,9.079366e-01,1.100348e-01,3.893193e-01,9.952600e-01,-4.827331e-01,-5.343648e-01,2.206062e-02,3.392456e-01,-1.240045e-01
3.091165e+00,-2.591682e-01,1.262167e+00,7.786539e-01,1.818633e+00,1.277712e+00,-5.061856e-01,-8.893836e-01,1.051502e-01,2.192786e-01,3.373700e-01
3.891137e+00,4.932336e-01,9.274448e-01,2.492813e-01,5.659876e-01,9.069085e-01,-4.313964e-01,-3.405492e-01,1.014316e-01,6.408416e-01,3.731051e-01
3.377220e+00,3.132829e-01,1.250864e+00,4.567818e-01,2.908967e-01,6.976801e-01,-4.093491e-01,-3.513756e-01,-6.958088e-02,2.482336e-01,7.721003e-01
3.494158e+00,-2.730361e-02,8.223642e-01,8.314293e-02,-7.779792e-02,5.068928e-01,-2.820473e-01,-3.523619e-01,8.632783e-02,2.924428e-01,6.749914e-01
3.242378e+00,-3.178415e-01,6.876074e-01,1.167671e-01,-3.770973e-02,1.929489e-01,-1.325884e-01,-1.938534e-01,4.657798e-01,5.243493e-01,5.419758e-01
3.405874e+00,2.417492e-01,9.042190e-01,-1.057612e-01,2.641269e-01,2.564651e-01,-3.253376e-01,-2.965800e-01,3.599750e-01,5.173304e-01,7.001733e-01
3.728103e+00,4.077612e-01,4.838692e-01,-4.178643e-02,4.334489e-01,1.872899e-01,-2.627653e-01,1.041614e-01,1.680700e-01,6.211460e-01,6.700522e-01
3.782504e+00,5.277493e-02,6.550879e-01,2.283939e-01,-1.382866e-01,2.742570e-01,-2.236531e-01,1.209033e-01,-9.953592e-03,4.781733e-01,7.406661e-01
3.317856e+00,-2.874145e-01,6.157685e-01,4.815104e-01,9.789512e-02,-2.440377e-01,1.259886e-01,3.168250e-01,1.312889e-01,5.573571e-01,8.912754e-01
3.565381e+00,-3.206946e-01,6.497762e-01,4.370607e-01,3.868441e-01,5.244480e-02,-1.058927e-03,2.758175e-02,-1.004438e-01,3.791544e-01,5.936780e-01
3.659972e+00,-4.596850e-01,4.666648e-01,1.124344e-01,2.612486e-01,-5.401791e-02,-3.059329e-01,-5.268201e-02,-2.009892e-01,-2.717639e-01,4.491502e-01
3.130563e+00,-6.696399e-02,8.146166e-01,6.677556e-01,2.527816e-01,1.314010e-01,-3.506327e-01,-5.178060e-01,-3.784118e-01,1.268765e-01,3.743100e-01
3.382447e+00,-7.563395e-02,5.371994e-01,4.223782e-01,5.709069e-02,-6.495747e-02,-3.140118e-01,-2.588500e-01,1.874017e-01,1.107420e-01,7.262432e-01
3.198772e+00,9.052080e-02,5.418171e-01,2.785007e-01,5.218304e-01,-7.589624e-02,-1.688065e-01,-1.703311e-01,-3.805147e-01,-3.373049e-01,-1.033667e-01
3.939989e+00,9.097226e-01,6.602499e-01,6.494246e-02,2.036354e-01,-2.822947e-01,-1.317490e-01,3.023270e-01,6.595781e-03,-2.321725e-01,3.561367e-01
3.669787e+00,5.388046e-01,7.252491e-01,1.187016e-01,3.735811e-01,-1.848693e-01,-2.328939e-01,8.229178e-02,-1.123194e-01,4.891633e-01,2.488355e-01
3.362879e+00,6.472099e-01,1.017108e+00,3.005483e-01,-4.682009e-02,-5.468928e-01,-3.424798e-01,-1.013923e-01,4.820315e-01,2.719484e-01,-1.767016e-01
